;Identificador do acidente;Data;Dia da semana;Horário;Estado;BR;km;Município;Causa do acidente;Tipo do acidente;Gravidade do acidente;Fase do dia;Sentido da via;Condição do tempo;Tipo de pista;Traçado da via;uso_solo;Número de passageiros;Número de cavaleiro;Número de condutor;Número de pedestre
1616;573698;2024-01-10;quarta-feira;07:15:00;SP;153.0;61.9;SAO JOSE DO RIO PRETO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
1622;573706;2024-01-10;quarta-feira;07:55:00;SP;153.0;61.0;SAO JOSE DO RIO PRETO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Urbano;0;0;2;0
1626;573711;2024-01-10;quarta-feira;07:45:00;SP;116.0;218.0;GUARULHOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Múltipla;Declive;Urbano;0;0;2;0
1639;573727;2024-01-10;quarta-feira;09:00:00;SP;101.0;52.0;UBATUBA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Rotatória;Urbano;0;0;2;0
1641;573730;2024-01-10;quarta-feira;09:21:00;SP;116.0;22.2;LAVRINHAS;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
1642;573731;2024-01-10;quarta-feira;09:10:00;SP;116.0;380.0;MIRACATU;Problema com o freio;Incêndio;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
1643;573732;2024-01-10;quarta-feira;07:50:00;SP;116.0;497.0;CAJATI;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Curva;Rural;0;0;1;1
1675;573781;2024-01-10;quarta-feira;14:40:00;SP;116.0;209.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
1680;573788;2024-01-10;quarta-feira;15:03:00;SP;116.0;519.0;CAJATI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;"Reta;Retorno Regulamentado";Rural;0;0;1;0
1698;573812;2024-01-10;quarta-feira;18:10:00;SP;116.0;229.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Múltipla;"Reta;Aclive";Urbano;0;0;2;0
1704;573818;2024-01-10;quarta-feira;18:00:00;SP;153.0;110.1;JOSE BONIFACIO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Rural;0;0;2;0
1717;573837;2024-01-10;quarta-feira;19:40:00;SP;116.0;226.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Plena Noite;Decrescente;Não Informado;Múltipla;Reta;Urbano;0;0;3;0
1723;573844;2024-01-10;quarta-feira;20:05:00;SP;116.0;469.0;PARIQUERA-ACU;Velocidade Incompatível;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
1748;573871;2024-01-10;quarta-feira;22:30:00;SP;116.0;439.0;REGISTRO;Pista Escorregadia;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Chuvoso;Simples;"Curva;Retorno Regulamentado";Rural;1;0;1;0
1755;573878;2024-01-11;quinta-feira;01:00:00;SP;116.0;228.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;2;0
1763;573887;2024-01-11;quinta-feira;05:45:00;SP;116.0;297.0;ITAPECERICA DA SERRA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Amanhecer;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
1766;573891;2024-01-11;quinta-feira;06:30:00;SP;116.0;269.0;TABOAO DA SERRA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
1774;573901;2024-01-11;quinta-feira;06:43:00;SP;116.0;374.0;MIRACATU;Reação tardia ou ineficiente do condutor;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;1;1
1779;573908;2024-01-11;quinta-feira;07:30:00;SP;381.0;37.0;ATIBAIA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;Curva;Rural;1;0;2;0
1816;573952;2024-01-11;quinta-feira;12:10:00;SP;488.0;1.3;APARECIDA;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;1
1825;573965;2024-01-11;quinta-feira;11:50:00;SP;116.0;74.0;APARECIDA;Condutor deixou de manter distância do veículo da frente;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Em Obras";Rural;2;0;3;0
1830;573972;2024-01-11;quinta-feira;14:20:00;SP;101.0;48.0;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Rotatória;Urbano;0;0;2;0
1831;573973;2024-01-11;quinta-feira;14:20:00;SP;116.0;198.0;ARUJA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
1836;573984;2024-01-11;quinta-feira;13:28:00;SP;116.0;470.0;JACUPIRANGA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;1;0;1;0
1839;573991;2024-01-11;quinta-feira;14:50:00;SP;101.0;47.8;UBATUBA;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Rotatória;Urbano;1;0;2;0
1846;574000;2024-01-11;quinta-feira;10:35:00;SP;116.0;19.4;LAVRINHAS;Mal súbito do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;2;0
1867;574025;2024-01-11;quinta-feira;17:00:00;SP;116.0;101.7;PINDAMONHANGABA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Declive;Rural;1;0;2;0
1901;574062;2024-01-11;quinta-feira;21:05:00;SP;101.0;45.7;UBATUBA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Chuvoso;Simples;Reta;Urbano;0;0;1;2
1908;574070;2024-01-11;quinta-feira;22:00:00;SP;101.0;39.0;UBATUBA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Simples;"Curva;Aclive";Rural;1;0;2;0
1934;574100;2024-01-12;sexta-feira;02:35:00;SP;116.0;499.0;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Múltipla;Curva;Rural;1;0;1;0
1947;574117;2024-01-12;sexta-feira;07:00:00;SP;116.0;211.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
1958;574130;2024-01-12;sexta-feira;07:40:00;SP;101.0;50.6;UBATUBA;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Urbano;0;0;2;0
1962;574135;2024-01-12;sexta-feira;08:20:00;SP;116.0;505.0;CAJATI;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;"Curva;Declive";Rural;2;0;1;0
1967;574140;2024-01-12;sexta-feira;08:57:00;SP;116.0;541.0;BARRA DO TURVO;Chuva;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;Curva;Rural;3;0;1;0
1969;574143;2024-01-12;sexta-feira;07:50:00;SP;116.0;345.1;MIRACATU;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;"Reta;Declive";Rural;2;0;2;0
1975;574151;2024-01-12;sexta-feira;07:00:00;SP;116.0;360.0;MIRACATU;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;"Curva;Aclive";Rural;0;0;1;0
1976;574153;2024-01-12;sexta-feira;09:35:00;SP;116.0;499.0;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;Curva;Rural;1;0;1;0
1988;574170;2024-01-12;sexta-feira;11:00:00;SP;116.0;80.7;ROSEIRA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Rural;0;0;2;0
2017;574210;2024-01-12;sexta-feira;15:00:00;SP;116.0;199.0;ARUJA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;Reta;Urbano;0;0;2;0
2020;574214;2024-01-12;sexta-feira;14:40:00;SP;459.0;31.0;LORENA;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Simples;Reta;Rural;1;0;5;0
2031;574229;2024-01-12;sexta-feira;16:40:00;SP;116.0;225.0;GUARULHOS;Acumulo de água sobre o pavimento;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Múltipla;Reta;Urbano;0;0;1;0
2034;574233;2024-01-12;sexta-feira;16:00:00;SP;116.0;225.0;GUARULHOS;Acumulo de água sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Rural;0;0;1;0
2072;574277;2024-01-12;sexta-feira;19:30:00;SP;116.0;448.0;REGISTRO;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Urbano;0;0;2;0
2090;574297;2024-01-12;sexta-feira;20:50:00;SP;116.0;426.0;JUQUIA;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Chuvoso;Dupla;Reta;Rural;0;0;1;0
2105;574316;2024-01-12;sexta-feira;20:10:00;SP;101.0;51.9;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Simples;Reta;Urbano;0;0;2;0
2113;574324;2024-01-12;sexta-feira;23:00:00;SP;116.0;215.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Múltipla;Reta;Urbano;0;0;2;0
2155;574383;2024-01-13;sábado;08:30:00;SP;116.0;59.0;GUARATINGUETA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;2;0;2;0
2162;574393;2024-01-13;sábado;09:45:00;SP;116.0;43.1;CACHOEIRA PAULISTA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;"Reta;Declive";Rural;0;0;1;0
2177;574413;2024-01-13;sábado;12:30:00;SP;101.0;50.9;UBATUBA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Simples;Reta;Urbano;0;0;3;0
2197;574435;2024-01-13;sábado;14:00:00;SP;116.0;76.0;ROSEIRA;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Rural;0;0;1;0
2211;574452;2024-01-13;sábado;14:45:00;SP;116.0;193.0;ARUJA;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;"Curva;Declive";Rural;0;0;2;0
2228;574469;2024-01-13;sábado;11:00:00;SP;381.0;88.0;GUARULHOS;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Fatais;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;1;0;2;0
2238;574482;2024-01-13;sábado;17:00:00;SP;116.0;226.8;GUARULHOS;Acumulo de areia ou detritos sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
2277;574523;2024-01-13;sábado;21:10:00;SP;116.0;220.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Rural;0;0;2;0
2278;574524;2024-01-13;sábado;21:30:00;SP;116.0;218.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Rural;0;0;2;0
2293;574540;2024-01-13;sábado;22:10:00;SP;116.0;218.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Não Informado;Múltipla;Reta;Urbano;1;0;2;0
2295;574542;2024-01-13;sábado;22:23:00;SP;116.0;218.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Não Informado;Múltipla;Reta;Urbano;1;0;2;0
2298;574546;2024-01-13;sábado;22:00:00;SP;381.0;79.0;SAO PAULO;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Rural;1;0;1;0
2299;574547;2024-01-13;sábado;23:13:00;SP;116.0;218.0;GUARULHOS;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;"Reta;Aclive";Rural;1;0;1;0
2303;574552;2024-01-13;sábado;23:00:00;SP;116.0;272.0;TABOAO DA SERRA;Manobra de mudança de faixa;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Rural;0;0;2;0
2309;574558;2024-01-13;sábado;23:13:00;SP;116.0;210.0;GUARULHOS;Acumulo de areia ou detritos sobre o pavimento;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Declive;Urbano;0;0;1;0
2324;574573;2024-01-14;domingo;00:10:00;SP;116.0;222.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Urbano;1;0;3;0
2356;574607;2024-01-14;domingo;06:32:00;SP;116.0;22.0;LAVRINHAS;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
2370;574622;2024-01-14;domingo;07:00:00;SP;116.0;127.0;CACAPAVA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
2381;574639;2024-01-14;domingo;10:12:00;SP;116.0;66.0;GUARATINGUETA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Rural;4;0;2;0
2413;574678;2024-01-14;domingo;13:50:00;SP;116.0;85.0;PINDAMONHANGABA;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;1;0
2439;574707;2024-01-14;domingo;17:45:00;SP;116.0;196.0;ARUJA;Reação tardia ou ineficiente do condutor;Engavetamento;Sem Vítimas;Anoitecer;Crescente;Nublado;Múltipla;"Reta;Declive";Urbano;0;0;3;0
2446;574715;2024-01-14;domingo;17:50:00;SP;381.0;60.0;MAIRIPORA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sem Vítimas;Anoitecer;Crescente;Ensolarado;Dupla;"Curva;Declive";Rural;0;0;2;0
2471;574746;2024-01-14;domingo;18:35:00;SP;381.0;66.5;MAIRIPORA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Ensolarado;Múltipla;Reta;Rural;1;0;3;0
2489;574767;2024-01-14;domingo;20:30:00;SP;381.0;5.0;VARGEM;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Curva;Rural;1;0;1;0
2494;574772;2024-01-14;domingo;22:10:00;SP;116.0;230.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;3;0
2509;574787;2024-01-14;domingo;23:20:00;SP;116.0;219.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
2540;574821;2024-01-15;segunda-feira;05:30:00;SP;116.0;51.0;LORENA;Curva acentuada;Colisão com objeto;Sem Vítimas;Amanhecer;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;1;0
2542;574823;2024-01-15;segunda-feira;06:15:00;SP;459.0;32.0;LORENA;Demais falhas mecânicas ou elétricas;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Rural;0;0;2;0
2546;574827;2024-01-15;segunda-feira;00:45:00;SP;116.0;508.0;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Ensolarado;Simples;Reta;Rural;0;0;1;0
2588;574879;2024-01-15;segunda-feira;09:30:00;SP;101.0;41.8;UBATUBA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Reta;Rural;1;0;2;0
2625;574932;2024-01-15;segunda-feira;16:40:00;SP;116.0;0.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
2670;574980;2024-01-15;segunda-feira;19:33:00;SP;116.0;321.0;JUQUITIBA;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Não Informado;Dupla;Reta;Urbano;2;0;1;2
2678;574988;2024-01-15;segunda-feira;21:20:00;SP;116.0;227.0;GUARULHOS;Iluminação deficiente;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;"Reta;Em Obras";Urbano;0;0;1;0
2679;574989;2024-01-15;segunda-feira;21:40:00;SP;116.0;229.1;SAO PAULO;Condutor Dormindo;Engavetamento;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Urbano;4;0;4;0
2710;575023;2024-01-16;terça-feira;07:30:00;SP;116.0;210.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Urbano;0;0;2;0
2712;575025;2024-01-16;terça-feira;07:55:00;SP;116.0;209.0;GUARULHOS;Mal súbito do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
2713;575026;2024-01-13;sábado;01:30:00;SP;381.0;52.0;ATIBAIA;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Chuvoso;Dupla;Reta;Urbano;0;0;1;0
2715;575028;2024-01-16;terça-feira;07:40:00;SP;101.0;44.9;UBATUBA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Múltipla;Curva;Urbano;0;0;2;0
2722;575039;2024-01-16;terça-feira;08:30:00;SP;116.0;217.9;GUARULHOS;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Aclive;Urbano;0;0;1;0
2727;575046;2024-01-16;terça-feira;10:45:00;SP;116.0;219.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
2728;575047;2024-01-16;terça-feira;09:40:00;SP;116.0;110.9;TAUBATE;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Interseção de Vias;Urbano;0;0;2;0
2735;575054;2024-01-16;terça-feira;10:30:00;SP;381.0;89.0;GUARULHOS;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
2738;575057;2024-01-16;terça-feira;11:30:00;SP;116.0;219.0;GUARULHOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
2792;575121;2024-01-16;terça-feira;14:40:00;SP;116.0;109.0;TAUBATE;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;1;0
2808;575141;2024-01-16;terça-feira;15:10:00;SP;116.0;282.0;EMBU DAS ARTES;Acumulo de óleo sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Fatais;Pleno dia;Decrescente;Ensolarado;Simples;"Curva;Aclive";Urbano;0;0;2;0
2820;575155;2024-01-16;terça-feira;18:45:00;SP;116.0;501.0;CAJATI;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
2828;575164;2024-01-16;terça-feira;19:20:00;SP;116.0;396.0;MIRACATU;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
2838;575176;2024-01-16;terça-feira;21:30:00;SP;116.0;228.0;SAO PAULO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;3;0
2872;575218;2024-01-17;quarta-feira;07:00:00;SP;116.0;226.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;1;0
2889;575237;2024-01-17;quarta-feira;07:50:00;SP;116.0;142.7;SAO JOSE DOS CAMPOS;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
2910;575261;2024-01-17;quarta-feira;10:00:00;SP;116.0;152.9;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Rural;0;0;2;0
2948;575322;2024-01-17;quarta-feira;16:00:00;SP;116.0;154.0;SAO JOSE DOS CAMPOS;Falta de acostamento;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;"Reta;Aclive";Rural;0;0;2;0
2956;575330;2024-01-17;quarta-feira;16:20:00;SP;116.0;311.0;SAO LOURENCO DA SERRA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Declive";Rural;1;0;5;0
2957;575331;2024-01-17;quarta-feira;16:53:00;SP;101.0;36.6;UBATUBA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Rural;1;0;2;0
2963;575337;2024-01-17;quarta-feira;16:10:00;SP;116.0;512.0;CAJATI;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Simples;"Curva;Declive";Rural;2;0;1;0
2982;575360;2024-01-17;quarta-feira;17:10:00;SP;116.0;545.0;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Simples;Curva;Rural;2;0;1;0
